titulos,enlaces,precios,habitaciones,baños,metros_cuadrados,ciudades
Apartamento en venta en Ricaurte,https://www.fincaraiz.com.co/apartamento-en-venta-en-ricaurte/11113098,280000000,3,2,81,ricaurte
"Casa en Venta en Portales del norte, Bogotá",https://www.fincaraiz.com.co/casa-en-venta-en-portales-del-norte-bogota/192299224,354900000,4,2,107,bogotá
"Apartamento en Venta en Brisas de los alamos, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-brisas-de-los-alamos-cali/192567483,252000000,2,2,58,cali
"Casa en Venta en Laureles, Medellín",https://www.fincaraiz.com.co/casa-en-venta-en-laureles-medellin/192283174,1800000000,6,3,380,medellín
"Apartamento en  Venta en Los laureles, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-los-laureles-manizales/192231872,850000000,3,2,101,manizales
"Apartaestudio en  Venta en Normandia, Bogotá",https://www.fincaraiz.com.co/apartaestudio-en-venta-en-normandia-bogota/191731253,300000000,1,1,53,bogotá
Apartamento en Venta en Pereira,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/192565116,310000000,2,2,57,pereira
"Casa en  Venta en Bosa, Bogotá",https://www.fincaraiz.com.co/casa-en-venta-en-bosa-bogota/191833540,550000000,9,6,492.35,bogotá
"Apartamento en  Venta en San andres et. ii, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-san-andres-et-ii-bogota/191690374,260000000,2,2,50.83,bogotá
Casa en  Venta en Villamaria,https://www.fincaraiz.com.co/casa-en-venta-en-villamaria/191914757,610000000,3,3,98,villamaria
"Apartamento en  Venta en Serena del Mar, Cartagena",https://www.fincaraiz.com.co/apartamento-en-venta-en-serena-del-mar-cartagena/191984138,244000000,2,2,188,cartagena
"Apartamento en  Venta en Buenavista, Barranquilla",https://www.fincaraiz.com.co/apartamento-en-venta-en-buenavista-barranquilla/191916149,965000000,3,5,150,barranquilla
"Casa en Venta en Guadalupe, Dosquebradas",https://www.fincaraiz.com.co/casa-en-venta-en-guadalupe-dosquebradas/192510658,450000000,5,3,185,dosquebradas
"Apartamento en Venta en Villa Javier, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-villa-javier-bogota/192473533,220000000,2,2,51,bogotá
"Apartamento en  Venta en Gran granada, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-gran-granada-bogota/191851413,349600000,2,2,66,bogotá
"Casa en Venta en Galerias, Bogotá",https://www.fincaraiz.com.co/casa-en-venta-en-galerias-bogota/192557784,950000000,4,2,250,bogotá
"Apartamento en  Venta en El tintal, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-tintal-bogota/192156885,165000000,1,1,31,bogotá
"Apartamento en  Venta en San joaquin, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-san-joaquin-medellin/191869347,630000000,3,2,120,medellín
"Apartamento en  Venta en Circunvalar - alamos, Dosquebradas",https://www.fincaraiz.com.co/apartamento-en-venta-en-circunvalar-alamos-dosquebradas/192045406,1400000000,3,5,232,dosquebradas
"Casa en Venta en Panorama, Villavicencio",https://www.fincaraiz.com.co/casa-en-venta-en-panorama-villavicencio/192374033,350000000,3,4,138,villavicencio
"Casa en  Venta en Vía panamericana, Villamaria",https://www.fincaraiz.com.co/casa-en-venta-en-via-panamericana-villamaria/191753802,895000000,3,3,150,villamaria
"Apartamento en Venta en Pinar de Suba, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-pinar-de-suba-bogota/192536554,280000000,3,2,72,bogotá
"Apartamento en Venta en Los colores, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-los-colores-medellin/192511277,670000000,2,2,75,medellín
"Apartamento en Venta en Estoril, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-estoril-bogota/192358576,780000000,4,5,162,bogotá
Apartamento en venta,https://www.fincaraiz.com.co/apartamento-en-venta/11033082,2300000000,3,5,300,venta
"Apartamento en venta en La Calleja, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-la-calleja-bogota/10214765,500000000,3,4,110,bogotá
"Bodega en  Venta en El dorado, Bogotá",https://www.fincaraiz.com.co/bodega-en-venta-en-el-dorado-bogota/191995216,38000000000,0,6,7605,bogotá
Casa en Venta en El Retiro,https://www.fincaraiz.com.co/casa-en-venta-en-el-retiro/192511637,2000000000,5,4,323,el retiro
"Apartamento en Venta en Ciudadela colsubsidio, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-ciudadela-colsubsidio-bogota/192549678,210000000,2,1,48,bogotá
"Apartaestudio en  Venta en Santa bibiana, Bogotá",https://www.fincaraiz.com.co/apartaestudio-en-venta-en-santa-bibiana-bogota/191523924,398000000,1,1,25,bogotá
Apartamento en Venta en Cajicá,https://www.fincaraiz.com.co/apartamento-en-venta-en-cajica/192264567,313000000,3,2,70,cajicá
"Apartamento en Venta en Pan de azucar, Sabaneta",https://www.fincaraiz.com.co/apartamento-en-venta-en-pan-de-azucar-sabaneta/192339365,500000000,2,2,65,sabaneta
Finca en Venta en Santa isabel,https://www.fincaraiz.com.co/finca-en-venta-en-santa-isabel/192448238,190000000,4,2,30000,santa isabel
"Apartamento en  Venta en Pance, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-pance-cali/191604742,820000000,3,5,149,cali
"Casa Campestre en Venta en Guatiguara, Piedecuesta",https://www.fincaraiz.com.co/casa-campestre-en-venta-en-guatiguara-piedecuesta/192551038,690000000,3,3,140,piedecuesta
"Apartamento en  Venta en Santa teresita, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-teresita-cali/191549837,730000000,3,3,112,cali
"Oficina en Venta en La candelaria, Bogotá",https://www.fincaraiz.com.co/oficina-en-venta-en-la-candelaria-bogota/192391151,180000000,0,1,33,bogotá
"Casa Campestre en  Venta en Cn. campestre verde horizonte, Jamundí",https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cn-campestre-verde-horizonte-jamundi/191999161,750000000,3,2,250,jamundí
"Apartamento en  Venta en Suba, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-suba-bogota/191832939,275000000,1,1,39,bogotá
"Apartamento en  Venta en Cuarto de legua - guadalupe, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-cuarto-de-legua-guadalupe-cali/192171845,298500000,3,3,85,cali
"Apartamento en venta en La Calleja, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-la-calleja-bogota/10260178,1100000000,3,5,120,bogotá
"Apartamento en  Venta en Engativá, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-engativa-bogota/192194664,250000000,2,1,47,bogotá
"Apartamento en  Venta en Cedro Golf, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-cedro-golf-bogota/192253684,345000000,3,2,65,bogotá
Apartamento en Venta en Ibagué,https://www.fincaraiz.com.co/apartamento-en-venta-en-ibague/192505902,320000000,3,2,82,ibagué
"Casa en  Venta en Laureles, Medellín",https://www.fincaraiz.com.co/casa-en-venta-en-laureles-medellin/191986849,2300000000,4,4,362,medellín
"Apartamento en Venta en Aborigenes, Armenia",https://www.fincaraiz.com.co/apartamento-en-venta-en-aborigenes-armenia/192294516,445000000,3,2,81,armenia
"Casa en venta en Usaquen, Bogotá",https://www.fincaraiz.com.co/casa-en-venta-en-usaquen-bogota/11010712,1450000000,3,4,240,bogotá
"Finca en  Venta en Don diego, El Retiro",https://www.fincaraiz.com.co/finca-en-venta-en-don-diego-el-retiro/191998228,3290000000,5,6,5239,el retiro
"Casa en venta en Laureles, Medellín",https://www.fincaraiz.com.co/casa-en-venta-en-laureles-medellin/10703689,1350000000,5,3,254,medellín
"Apartamento en Venta en Cumbres, Envigado",https://www.fincaraiz.com.co/apartamento-en-venta-en-cumbres-envigado/192429616,780000000,3,3,90,envigado
"Apartamento en Venta en Bosque Medina, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-bosque-medina-bogota/192325644,2100000000,3,4,303,bogotá
"Lote en venta en Laureles, Medellín",https://www.fincaraiz.com.co/lote-en-venta-en-laureles-medellin/7641646,2500000000,0,0,344,medellín
"Apartamento en  Venta en Altos del prado, Barranquilla",https://www.fincaraiz.com.co/apartamento-en-venta-en-altos-del-prado-barranquilla/191544877,595000000,2,2,105,barranquilla
"Apartamento en  Venta en Unicentro palmira, Palmira",https://www.fincaraiz.com.co/apartamento-en-venta-en-unicentro-palmira-palmira/191885112,248000000,2,2,60.4,palmira
"Apartamento en Venta en Villapilar, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-villapilar-manizales/192566407,175000000,3,1,46,manizales
"Casa en  Venta en Teusaquillo, Bogotá",https://www.fincaraiz.com.co/casa-en-venta-en-teusaquillo-bogota/192090212,880000000,7,4,223,bogotá
"Casa en  Venta en Siete de agosto, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-siete-de-agosto-cali/191928884,320000000,6,2,210,cali
"Lote en  Venta en Ruitoque Bajo, Girón",https://www.fincaraiz.com.co/lote-en-venta-en-ruitoque-bajo-giron/191075709,450000000,0,0,1316,girón
"Local en  Venta en Chico norte, Bogotá",https://www.fincaraiz.com.co/local-en-venta-en-chico-norte-bogota/191992722,450000000,0,1,47,bogotá
"Apartamento en  Venta en Colina Campestre, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-colina-campestre-bogota/191955277,620000000,3,3,108,bogotá
Apartamento en  Venta en Pereira,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/191896224,290000000,3,2,74,pereira
Casa Campestre en  Venta en Cota,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cota/191654127,1250000000,5,4,990,cota
"Oficina en venta en Siberia, Cota",https://www.fincaraiz.com.co/oficina-en-venta-en-siberia-cota/10620259,100000000,0,2,38.5,cota
"Apartamento en Venta en Castropol, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-castropol-medellin/192439187,1100000000,4,5,234,medellín
"Apartamento en  Venta en Alcala, Mosquera",https://www.fincaraiz.com.co/apartamento-en-venta-en-alcala-mosquera/191723585,294000000,3,2,73,mosquera
"Apartamento en Venta en Los cedritos, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-los-cedritos-bogota/192553751,750000000,3,3,114,bogotá
Apartamento en  Venta en Puerto colombia,https://www.fincaraiz.com.co/apartamento-en-venta-en-puerto-colombia/192106154,1298000000,3,4,170,puerto colombia
Casa en Venta en Piedecuesta,https://www.fincaraiz.com.co/casa-en-venta-en-piedecuesta/192379353,1300000000,6,6,1326,piedecuesta
"Apartamento en venta en Centro Tocancipá, Tocancipá",https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-tocancipa-tocancipa/10917618,268000000,3,2,72,tocancipá
Lote en  Venta en Carmen de Apicalá,https://www.fincaraiz.com.co/lote-en-venta-en-carmen-de-apicala/191539481,190000000,0,0,1076,carmen de apicalá
"Apartamento en venta en Puente vargas, Cajicá",https://www.fincaraiz.com.co/apartamento-en-venta-en-puente-vargas-cajica/10813113,169999000,1,1,43,cajicá
"Apartamento en venta en Los rosales, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-los-rosales-bogota/10626515,1390000000,3,3,152,bogotá
"Apartamento en  Venta en Cerritos, El retorno",https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-el-retorno/191897127,475000000,2,2,76,el retorno
"Apartamento en venta en El Poblado, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-poblado-medellin/11021899,820000000,4,3,134,medellín
"Apartamento en  Venta en Hipotecho occidental, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-hipotecho-occidental-bogota/191505697,354000000,2,2,63,bogotá
"Consultorio en  Venta en El recreo, Barranquilla",https://www.fincaraiz.com.co/consultorio-en-venta-en-el-recreo-barranquilla/191827622,800000000,0,6,374,barranquilla
"Finca en  Venta en El arenillo parte, Manizales",https://www.fincaraiz.com.co/finca-en-venta-en-el-arenillo-parte-manizales/191797194,1950000000,5,2,2000,manizales
"Finca en venta en Tomine de indios, Guatavita",https://www.fincaraiz.com.co/finca-en-venta-en-tomine-de-indios-guatavita/10284345,1200000000,11,7,32000,guatavita
Casa Campestre en Venta en La tebaida,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-la-tebaida/192314638,680000000,4,3,290,la tebaida
Casa en Venta en El castillo,https://www.fincaraiz.com.co/casa-en-venta-en-el-castillo/192548458,530000000,3,3,150,el castillo
"Apartamento en Venta en Tibana, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-tibana-bogota/192333726,230000000,2,1,39,bogotá
"Apartamento en Venta en Zona chapinero, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-zona-chapinero-bogota/192551643,985000000,3,4,130,bogotá
"Apartaestudio en Venta en Pinares, Pereira",https://www.fincaraiz.com.co/apartaestudio-en-venta-en-pinares-pereira/192446548,240000000,1,1,30,pereira
"Apartamento en Venta en Palermo, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-palermo-manizales/192407417,538000000,3,2,76,manizales
"Casa en  Venta en Guaymaral, Bogotá",https://www.fincaraiz.com.co/casa-en-venta-en-guaymaral-bogota/192214710,2800000000,4,5,425,bogotá
Casa en  Venta en Chía,https://www.fincaraiz.com.co/casa-en-venta-en-chia/191609805,1250000000,4,5,280,chía
Apartamento en  Venta en Chía,https://www.fincaraiz.com.co/apartamento-en-venta-en-chia/192250389,224000000,2,2,56,chía
"Apartamento en Venta en Chico norte, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-chico-norte-bogota/192329850,750000000,2,2,68,bogotá
"Casa en  Venta en San Antonio de Prado, Medellín",https://www.fincaraiz.com.co/casa-en-venta-en-san-antonio-de-prado-medellin/192100330,330000000,4,2,120,medellín
"Casa en  Venta en La castellana, Medellín",https://www.fincaraiz.com.co/casa-en-venta-en-la-castellana-medellin/191435473,1300000000,5,4,245,medellín
"Consultorio en  Venta en Centro, Pereira",https://www.fincaraiz.com.co/consultorio-en-venta-en-centro-pereira/191784694,166000000,0,2,41,pereira
"Casa en Venta en Pance, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-pance-cali/192548866,1240000000,3,5,255,cali
"Apartamento en venta en Sector belmonte, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-sector-belmonte-pereira/10261880,650000000,3,2,98,pereira
"Casa en Venta en Niza, Bogotá",https://www.fincaraiz.com.co/casa-en-venta-en-niza-bogota/192568362,1400000000,4,4,364,bogotá
"Local en  Venta en El Poblado, Medellín",https://www.fincaraiz.com.co/local-en-venta-en-el-poblado-medellin/191940738,650000000,0,0,65,medellín
"Casa en  Venta en La graciela, Dosquebradas",https://www.fincaraiz.com.co/casa-en-venta-en-la-graciela-dosquebradas/192075981,250000000,5,2,90,dosquebradas
"Apartamento en  Venta en Bella suiza, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-bella-suiza-bogota/192118120,665000000,3,2,92,bogotá
"Apartamento en Venta en Villa country, Barranquilla",https://www.fincaraiz.com.co/apartamento-en-venta-en-villa-country-barranquilla/192268177,1300000000,3,4,250,barranquilla
"Apartamento en Venta en Bogotá, d.c., Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-bogota-dc-bogota/192446334,412800000,3,2,73,bogotá
Finca en  Venta en Guadalupe,https://www.fincaraiz.com.co/finca-en-venta-en-guadalupe/192251836,370000000,2,2,80,guadalupe
"Apartamento en Venta en Bosques del Marques, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-bosques-del-marques-bogota/192539331,2650000000,4,4,317,bogotá
"Apartamento en Venta en Castilla, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-castilla-bogota/192265636,379000000,3,2,71,bogotá
"Casa en  Venta en La pradera, Dosquebradas",https://www.fincaraiz.com.co/casa-en-venta-en-la-pradera-dosquebradas/192147423,450000000,3,4,124,dosquebradas
"Apartamento en Venta en La macarena, Dosquebradas",https://www.fincaraiz.com.co/apartamento-en-venta-en-la-macarena-dosquebradas/192545474,420000000,3,2,79,dosquebradas
"Apartamento en Venta en La Calleja, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-la-calleja-bogota/192350746,1190000000,3,4,163,bogotá
"Apartamento en  Venta en La Calleja, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-la-calleja-bogota/191878646,490000000,3,3,90,bogotá
"Apartamento en  Venta en San patricio, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-san-patricio-bogota/192030744,425000000,1,1,28,bogotá
"Apartamento en Venta en Suba, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-suba-bogota/192485910,410000000,3,3,96,bogotá
"Apartamento en venta en Mirolindo, Ibagué",https://www.fincaraiz.com.co/apartamento-en-venta-en-mirolindo-ibague/7723008,360000000,3,2,92,ibagué
Casa Campestre en  Venta en Guaduas,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-guaduas/191615212,450000000,4,3,184,guaduas
"Apartamento en  Venta en Icata, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-icata-bogota/191992299,580000000,4,3,98,bogotá
"Apartamento en  Venta en El Poblado, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-poblado-medellin/192217270,799000000,3,2,80,medellín
Finca en  Venta en Marinilla,https://www.fincaraiz.com.co/finca-en-venta-en-marinilla/191911539,950000000,4,3,173,marinilla
"Casa Campestre en Venta en San jose, Anapoima",https://www.fincaraiz.com.co/casa-campestre-en-venta-en-san-jose-anapoima/192502645,1350000000,4,6,260,anapoima
"Casa en  Venta en El centro, La mesa",https://www.fincaraiz.com.co/casa-en-venta-en-el-centro-la-mesa/191826812,1250000000,4,5,1500,la mesa
"Apartamento en  Venta en La felicidad, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-la-felicidad-bogota/192187653,520000000,2,2,59,bogotá
Casa en  Venta en Chía,https://www.fincaraiz.com.co/casa-en-venta-en-chia/192055341,649900000,3,3,117,chía
"Apartamento en Venta en Cañaveral, Floridablanca",https://www.fincaraiz.com.co/apartamento-en-venta-en-cañaveral-floridablanca/192490810,590000000,3,2,88.48,floridablanca
"Casa en  Venta en Ciudad Country, Jamundí",https://www.fincaraiz.com.co/casa-en-venta-en-ciudad-country-jamundi/192120535,275000000,3,3,94,jamundí
"Apartamento en  Venta en Altos de riomar, Barranquilla",https://www.fincaraiz.com.co/apartamento-en-venta-en-altos-de-riomar-barranquilla/191962301,1600000000,3,4,200,barranquilla
"Apartamento en  Venta en Santa Paula, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-paula-bogota/192046621,1300000000,2,3,112,bogotá
